Shimmer_3B52_Timestamp_Shimmer_CAL,Shimmer_3B52_Accel_LN_X_CAL,Shimmer_3B52_Accel_LN_Y_CAL,Shimmer_3B52_Accel_LN_Z_CAL,Shimmer_3B52_Accel_WR_X_CAL,Shimmer_3B52_Accel_WR_Y_CAL,Shimmer_3B52_Accel_WR_Z_CAL,Shimmer_3B52_GSR_Range_CAL,Shimmer_3B52_GSR_Skin_Conductance_CAL,Shimmer_3B52_GSR_Skin_Resistance_CAL,Shimmer_3B52_Gyro_X_CAL,Shimmer_3B52_Gyro_Y_CAL,Shimmer_3B52_Gyro_Z_CAL,Shimmer_3B52_Mag_X_CAL,Shimmer_3B52_Mag_Y_CAL,Shimmer_3B52_Mag_Z_CAL,Shimmer_3B52_PPG_A12_CAL
806441.8335,1.369565217,10.80434783,1.739130435,-0.6630760024,10.29323758,0.1029323758,3,0.004662004662,214500,-0.9923664122,-0.5954198473,-0.5801526718,-0.9460269865,0.7046476762,1.569715142,1502.564103
806446.7773,1.391304348,10.79347826,1.760869565,-0.6678635548,10.25493716,0.1125074806,3,0.004662004662,214500,-0.6259541985,-0.7480916031,-0.641221374,-0.9460269865,0.7046476762,1.569715142,1501.098901
806451.7212,1.358695652,10.79347826,1.77173913,-0.6175942549,10.24296828,0.1196888091,3,0.004662004662,214500,-0.8396946565,-0.9923664122,-0.6564885496,-0.9415292354,0.6956521739,1.577211394,1497.435897
806456.665,1.391304348,10.80434783,1.77173913,-0.6295631358,10.2716936,0.1532016756,3,0.004662004662,214500,-0.6106870229,-1.145038168,-0.8091603053,-0.9415292354,0.6956521739,1.577211394,1497.435897
806461.6089,1.336956522,10.81521739,1.739130435,-0.6128067026,10.22860563,0.1962896469,3,0.004662004662,214500,-1.175572519,0.5496183206,-0.6717557252,-0.9415292354,0.7136431784,1.571214393,1506.959707
806466.5527,1.402173913,10.81521739,1.804347826,-0.6415320168,10.30281269,0.1101137044,3,0.005106005106,195847.8261,-0.9465648855,-1.86259542,-0.6106870229,-0.9415292354,0.7136431784,1.571214393,1491.575092
806471.4966,1.315217391,10.79347826,1.673913043,-0.7277079593,10.31478157,-0.04787552364,3,0.004662004662,214500,-1.083969466,1.618320611,-0.7480916031,-0.9415292354,0.7016491754,1.572713643,1514.285714
806476.4404,1.369565217,10.83695652,1.804347826,-0.5960502693,10.32435667,0.2130460802,3,0.004662004662,214500,-0.4122137405,0.5801526718,-0.8244274809,-0.9415292354,0.7016491754,1.572713643,1501.098901
806481.3843,1.380434783,10.81521739,1.739130435,-0.6726511071,10.25014961,0.03830041891,3,0.005106005106,195847.8261,-0.320610687,1.145038168,-0.6717557252,-0.952023988,0.6986506747,1.56071964,1499.6337
806486.3281,1.391304348,10.81521739,1.75,-0.6152004788,10.30041891,0.09814482346,3,0.004662004662,214500,-0.2900763359,0.8549618321,-0.7328244275,-0.952023988,0.6986506747,1.56071964,1498.168498
806491.272,1.391304348,10.82608696,1.77173913,-0.6175942549,10.26451227,0.1220825853,3,0.005106005106,195847.8261,-0.6106870229,0.8549618321,-0.7633587786,-0.9460269865,0.7031484258,1.566716642,1495.970696
806496.2158,1.402173913,10.82608696,1.75,-0.6941950928,10.2812687,0.08856971873,3,0.005106005106,195847.8261,-0.4732824427,0.6259541985,-0.8549618321,-0.9460269865,0.7031484258,1.566716642,1496.703297
806501.1597,1.391304348,10.81521739,1.75,-0.6104129264,10.29802513,0.1125074806,3,0.005106005106,195847.8261,-0.427480916,0.8702290076,-0.8396946565,-0.9475262369,0.7031484258,1.565217391,1499.6337
806506.1035,1.423913043,10.80434783,1.815217391,-0.6271693597,10.25733094,0.09575104728,3,0.005106005106,195847.8261,-0.5954198473,-0.07633587786,-0.7328244275,-0.9475262369,0.7031484258,1.565217391,1489.377289
806511.0474,1.391304348,10.82608696,1.782608696,-0.5840813884,10.29084381,0.06702573309,3,0.004662004662,214500,-0.5190839695,-0.2290076336,-1.022900763,-0.9475262369,0.7196401799,1.565217391,1490.842491
806515.9912,1.380434783,10.82608696,1.760869565,-0.6487133453,10.31238779,0.157989228,3,0.004662004662,214500,-0.4885496183,-0.2748091603,-1.129770992,-0.9475262369,0.7196401799,1.565217391,1499.6337
