Shimmer_3B52_TimestampSync_FormattedUnix_CAL,Shimmer_3B52_Accel_LN_X_CAL,Shimmer_3B52_Accel_LN_Y_CAL,Shimmer_3B52_Accel_LN_Z_CAL,Shimmer_3B52_Accel_WR_X_CAL,Shimmer_3B52_Accel_WR_Y_CAL,Shimmer_3B52_Accel_WR_Z_CAL,Shimmer_3B52_GSR_Range_CAL,conductance,Shimmer_3B52_GSR_Skin_Resistance_CAL,Shimmer_3B52_Gyro_X_CAL,Shimmer_3B52_Gyro_Y_CAL,Shimmer_3B52_Gyro_Z_CAL,Shimmer_3B52_Mag_X_CAL,Shimmer_3B52_Mag_Y_CAL,Shimmer_3B52_Mag_Z_CAL,Shimmer_3B52_PPG_A13_CAL,,time
2023/06/29 14:13:04,8.239130435,0.2065217391,8.032608696,7.016157989,-1.919808498,7.097546379,1,8.80397187,113.5850971,-0.5190839695,1.465648855,-0.5038167939,-0.2008995502,0.2128935532,-0.2488755622,1442.490842,13:04,784
2023/06/29 14:13:05,8.22826087,0.1739130435,8.010869565,7.037701975,-1.938958707,7.095152603,1,8.783550944,113.8491718,-0.4580152672,0.9923664122,-0.7480916031,-0.203898051,0.2173913043,-0.2533733133,1443.956044,13:05,785
2023/06/29 14:13:05,8.206521739,0.2065217391,8.065217391,7.02812687,-1.931777379,7.095152603,1,8.763130017,114.1144771,-0.5648854962,1.236641221,-0.7938931298,-0.203898051,0.2113943028,-0.2428785607,1443.223443,13:05,785
2023/06/29 14:13:05,8.282608696,0.1739130435,8.065217391,7.001795332,-1.879114303,7.085577499,1,8.742709091,114.3810219,-0.6106870229,1.679389313,-0.3358778626,-0.203898051,0.2128935532,-0.2413793103,1442.490842,13:05,785
2023/06/29 14:13:05,8.27173913,0.1956521739,8.043478261,7.008976661,-1.903052065,7.087971275,1,8.717182933,114.715959,-0.9160305344,1.877862595,-0.6106870229,-0.2128935532,0.2143928036,-0.2488755622,1443.223443,13:05,785
2023/06/29 14:13:05,8.217391304,0.1739130435,8.032608696,7.049670856,-1.948533812,7.102333932,1,8.701867238,114.9178645,-0.5038167939,1.038167939,-0.8549618321,-0.2023988006,0.2113943028,-0.2443778111,1443.223443,13:05,785
2023/06/29 14:13:06,8.239130435,0.1956521739,8.054347826,7.037701975,-1.919808498,7.090365051,1,8.676341081,115.2559576,-0.8854961832,1.389312977,-0.5496183206,-0.203898051,0.2098950525,-0.2473763118,1439.56044,13:06,786
2023/06/29 14:13:06,8.239130435,0.1847826087,8.032608696,7.030520646,-1.934171155,7.097546379,1,8.661025386,115.4597701,-0.8244274809,1.496183206,-0.8702290076,-0.2023988006,0.2188905547,-0.2428785607,1441.758242,13:06,786
2023/06/29 14:13:06,8.260869565,0.1630434783,8.065217391,7.016157989,-1.910233393,7.092758827,1,8.635499228,115.8010641,-0.3664122137,0.5648854962,-1.038167939,-0.2113943028,0.2143928036,-0.2413793103,1441.758242,13:06,786
2023/06/29 14:13:06,8.195652174,0.2282608696,8.02173913,7.099940156,-1.984440455,7.080789946,1,8.615078301,116.0755556,-0.4427480916,1.007633588,-0.8854961832,-0.2053973013,0.215892054,-0.2533733133,1446.886447,13:06,786
2023/06/29 14:13:06,8.22826087,0.1630434783,8.054347826,7.030520646,-1.934171155,7.102333932,1,8.594657375,116.3513514,-1.083969466,1.58778626,-0.7175572519,-0.2053973013,0.2143928036,-0.2548725637,1441.025641,13:06,786
2023/06/29 14:13:07,8.260869565,0.1847826087,8.010869565,7.023339318,-1.917414722,7.090365051,1,8.574236449,116.6284609,-0.8244274809,0.9923664122,-0.8702290076,-0.2053973013,0.2173913043,-0.2503748126,1442.490842,13:07,787
2023/06/29 14:13:07,8.239130435,0.1956521739,8.02173913,7.030520646,-1.919808498,7.085577499,1,8.548710291,116.9767095,-0.6564885496,0.7480916031,-0.7786259542,-0.2068965517,0.2143928036,-0.2443778111,1447.619048,13:07,787
2023/06/29 14:13:07,8.239130435,0.2065217391,8.02173913,7.044883303,-1.926989826,7.07839617,1,8.528289365,117.2568093,-0.5801526718,1.419847328,-0.5954198473,-0.2128935532,0.2143928036,-0.2458770615,1449.81685,13:07,787
2023/06/29 14:13:07,8.260869565,0.1630434783,8.076086957,7.025733094,-1.929383603,7.087971275,1,8.507868438,117.5382538,-0.5038167939,1.34351145,-0.6717557252,-0.203898051,0.2188905547,-0.2488755622,1441.758242,13:07,787
2023/06/29 14:13:07,8.260869565,0.1739130435,7.989130435,7.013764213,-1.900658288,7.092758827,1,8.48234228,117.8919651,-1.175572519,1.770992366,-0.4732824427,-0.2068965517,0.2248875562,-0.2503748126,1448.351648,13:07,787
2023/06/29 14:13:08,8.217391304,0.1847826087,8.032608696,7.040095751,-1.946140036,7.092758827,1,8.467026585,118.1052156,-0.4580152672,1.251908397,-1.083969466,-0.2113943028,0.2203898051,-0.2548725637,1446.153846,13:08,788
2023/06/29 14:13:08,8.25,0.1847826087,8.02173913,7.030520646,-1.912627169,7.07839617,1,8.446605659,118.3907525,-0.9770992366,1.221374046,-0.7175572519,-0.2098950525,0.2113943028,-0.2458770615,1449.084249,13:08,788
2023/06/29 14:13:08,8.27173913,0.2065217391,8.032608696,7.037701975,-1.934171155,7.092758827,1,8.426184733,118.6776734,-0.4580152672,1.572519084,-0.7786259542,-0.2098950525,0.2143928036,-0.2488755622,1446.886447,13:08,788
2023/06/29 14:13:08,8.195652174,0.25,8.032608696,7.030520646,-1.92459605,7.097546379,1,8.405763806,118.9659885,-0.1679389313,0.4732824427,-0.427480916,-0.203898051,0.2143928036,-0.2353823088,1445.421245,13:08,788
2023/06/29 14:13:08,8.25,0.2065217391,8.076086957,7.080789946,-1.958108917,7.064033513,1,8.38534288,119.2557078,-0.8091603053,1.358778626,-0.7175572519,-0.2128935532,0.2143928036,-0.2563718141,1439.56044,13:08,788
2023/06/29 14:13:09,8.260869565,0.1630434783,8.02173913,7.02812687,-1.938958707,7.104727708,1,8.364921954,119.5468416,-0.427480916,1.099236641,-0.7022900763,-0.2098950525,0.215892054,-0.2533733133,1445.421245,13:09,789
2023/06/29 14:13:09,8.239130435,0.2173913043,8,7.035308199,-1.915020946,7.083183722,1,8.339395796,119.912764,-0.8854961832,1.312977099,-0.6717557252,-0.2098950525,0.2143928036,-0.2488755622,1449.81685,13:09,789
2023/06/29 14:13:09,8.22826087,0.2065217391,8.054347826,7.032914423,-1.941352484,7.097546379,1,8.324080101,120.1333947,-0.5648854962,1.541984733,-0.7022900763,-0.203898051,0.2113943028,-0.2413793103,1442.490842,13:09,789
2023/06/29 14:13:09,8.22826087,0.1739130435,8.065217391,7.040095751,-1.922202274,7.07839617,1,8.303659175,120.4288349,-0.641221374,1.755725191,-0.7328244275,-0.203898051,0.2098950525,-0.2548725637,1442.490842,13:09,789
2023/06/29 14:13:09,8.304347826,0.1413043478,8.032608696,7.032914423,-1.926989826,7.092758827,1,8.283238248,120.7257319,-0.5496183206,2.030534351,-0.7633587786,-0.2023988006,0.2173913043,-0.2488755622,1443.223443,13:09,789
2023/06/29 14:13:10,8.206521739,0.2282608696,8.02173913,6.999401556,-1.905445841,7.10951526,1,8.273027785,120.87473,-0.7938931298,0.641221374,-0.09160305344,-0.2068965517,0.227886057,-0.2488755622,1447.619048,13:10,790
2023/06/29 14:13:10,8.22826087,0.2173913043,8.054347826,7.023339318,-1.919808498,7.099940156,1,8.247501627,121.2488394,-0.4427480916,0.8854961832,-0.6717557252,-0.203898051,0.2128935532,-0.2473763118,1441.025641,13:10,790
2023/06/29 14:13:10,8.25,0.1739130435,8.054347826,7.013764213,-1.907839617,7.092758827,1,8.227080701,121.5497983,-0.8854961832,0.9465648855,-0.7786259542,-0.2023988006,0.2173913043,-0.2458770615,1438.095238,13:10,790
2023/06/29 14:13:10,8.22826087,0.2173913043,8.032608696,7.025733094,-1.92459605,7.099940156,1,8.211765006,121.7764998,-0.5190839695,1.160305344,-0.6870229008,-0.2053973013,0.2188905547,-0.2548725637,1441.025641,13:10,790
2023/06/29 14:13:10,8.22826087,0.2173913043,8.032608696,7.037701975,-1.917414722,7.092758827,1,8.211765006,121.7764998,-0.9618320611,1.053435115,-1.328244275,-0.1994002999,0.2113943028,-0.2533733133,1441.025641,13:10,790
2023/06/29 14:13:11,8.22826087,0.25,8.032608696,7.076002394,-1.965290245,7.073608618,1,8.176028385,122.308773,-0.6106870229,0.7786259542,-0.9923664122,-0.2053973013,0.2128935532,-0.2443778111,1443.223443,13:11,791
2023/06/29 14:13:11,8.239130435,0.1630434783,8.032608696,7.035308199,-1.926989826,7.085577499,1,8.16071269,122.5383172,-1.022900763,0.9465648855,-0.9923664122,-0.2113943028,0.2173913043,-0.2563718141,1443.956044,13:11,791
2023/06/29 14:13:11,8.27173913,0.1956521739,8.02173913,7.042489527,-1.917414722,7.073608618,1,8.135186532,122.9228114,-0.5801526718,1.251908397,-0.5954198473,-0.2113943028,0.2203898051,-0.2458770615,1448.351648,13:11,791
